synthetic_chromosome,feature_record_id,feature_type,sgd_gene_id,gene_name,source_start_bp,source_end_bp,synthetic_start_bp,synthetic_end_bp,synthetic_midpoint_bp,strand,essential_status,mapping_status,source_accession,source_file,left_lox_id,right_lox_id,segment_id,interval_mapping_status,eligible_for_gene_risk
SynII,SynII_gene_0201,ORF,S000000278,YBR074W,356400,359330,356469.0,359399.0,357934.0,+,Unknown,unique_exact,CP013608,./outputs\revised_model\input_sources\CP013608.gb,SynII_loxPsym_126,SynII_loxPsym_127,SynII_SEG_0127,exact_adjacent_lox,True
SynII,SynII_rep_origin_0202,rep_origin,S000130152,ARS213;Autonomously Replicating Sequence,359326,360485,359395.0,360554.0,359974.5,+,Unknown,unique_exact,CP013608,./outputs\revised_model\input_sources\CP013608.gb,SynII_loxPsym_126,SynII_loxPsym_127,SynII_SEG_0127,exact_adjacent_lox,False
SynII,SynII_gene_0203,ORF,S000000280,ECM8,360341,361405,360410.0,361474.0,360942.0,+,Unknown,unique_exact,CP013608,./outputs\revised_model\input_sources\CP013608.gb,SynII_loxPsym_126,SynII_loxPsym_127,SynII_SEG_0127,exact_adjacent_lox,True
SynII,SynII_gene_0204,ORF,S000028533,YBR076C-A,361499,361765,361568.0,361834.0,361701.0,-,Unknown,unique_exact,CP013608,./outputs\revised_model\input_sources\CP013608.gb,SynII_loxPsym_127,SynII_loxPsym_128,SynII_SEG_0128,exact_adjacent_lox,True
SynII,SynII_gene_0205,ORF,S000000281,SLM4,361953,362441,362056.0,362544.0,362300.0,-,Unknown,unique_exact,CP013608,./outputs\revised_model\input_sources\CP013608.gb,SynII_loxPsym_128,SynII_loxPsym_129,SynII_SEG_0129,exact_adjacent_lox,True
SynII,SynII_gene_0206,ORF,S000000282,ECM33,363271,364560,363374.0,364663.0,364018.5,+,Unknown,unique_exact,CP013608,./outputs\revised_model\input_sources\CP013608.gb,SynII_loxPsym_128,SynII_loxPsym_129,SynII_SEG_0129,exact_adjacent_lox,True
SynII,SynII_gene_0207,ORF,S000000283,RPG1,365235,368129,365338.0,368232.0,366785.0,-,Essential,unique_exact,CP013608,./outputs\revised_model\input_sources\CP013608.gb,SynII_loxPsym_129,SynII_loxPsym_130,SynII_SEG_0130,exact_adjacent_lox,True
SynII,SynII_gene_0208,ORF,S000000284,SEC18,368466,370742,368569.0,370845.0,369707.0,-,Essential,unique_exact,CP013608,./outputs\revised_model\input_sources\CP013608.gb,SynII_loxPsym_129,SynII_loxPsym_130,SynII_SEG_0130,exact_adjacent_lox,True
SynII,SynII_gene_0209,ORF,S000000285,SPT7,371139,375137,371242.0,375240.0,373241.0,-,Unknown,unique_exact,CP013608,./outputs\revised_model\input_sources\CP013608.gb,SynII_loxPsym_130,SynII_loxPsym_131,SynII_SEG_0131,exact_adjacent_lox,True
SynII,SynII_gene_0210,ORF,S000000286,UBC4,376428,376874,376531.0,376977.0,376754.0,-,Unknown,unique_exact,CP013608,./outputs\revised_model\input_sources\CP013608.gb,SynII_loxPsym_132,SynII_loxPsym_133,SynII_SEG_0133,exact_adjacent_lox,True
SynII,SynII_rep_origin_0211,rep_origin,S000118348,ARS214;Autonomously Replicating Sequence,377581,377813,377684.0,377916.0,377800.0,+,Unknown,unique_exact,CP013608,./outputs\revised_model\input_sources\CP013608.gb,SynII_loxPsym_132,SynII_loxPsym_133,SynII_SEG_0133,exact_adjacent_lox,False
SynII,SynII_gene_0212,ORF,S000000287,TEC1,378874,380334,378977.0,380437.0,379707.0,+,Unknown,unique_exact,CP013608,./outputs\revised_model\input_sources\CP013608.gb,SynII_loxPsym_132,SynII_loxPsym_133,SynII_SEG_0133,exact_adjacent_lox,True
SynII,SynII_gene_0213,ORF,S000000288,MIS1,380793,383720,380896.0,383823.0,382359.5,+,Unknown,unique_exact,CP013608,./outputs\revised_model\input_sources\CP013608.gb,SynII_loxPsym_133,SynII_loxPsym_134,SynII_SEG_0134,exact_adjacent_lox,True
SynII,SynII_gene_0214,ORF,S000002156,RPL19A,383993,384562,384096.0,384665.0,384380.5,-,Unknown,unique_exact,CP013608,./outputs\revised_model\input_sources\CP013608.gb,SynII_loxPsym_135,SynII_loxPsym_136,SynII_SEG_0136,exact_adjacent_lox,True
SynII,SynII_gene_0215,ORF,S000000289,AAC3,385284,386207,385387.0,386310.0,385848.5,+,Ambiguous,unique_exact,CP013608,./outputs\revised_model\input_sources\CP013608.gb,SynII_loxPsym_135,SynII_loxPsym_136,SynII_SEG_0136,exact_adjacent_lox,True
SynII,SynII_rep_origin_0216,rep_origin,S000118349,ARS215;Autonomously Replicating Sequence,387119,387414,387222.0,387517.0,387369.5,+,Unknown,unique_exact,CP013608,./outputs\revised_model\input_sources\CP013608.gb,SynII_loxPsym_136,SynII_loxPsym_137,SynII_SEG_0137,exact_adjacent_lox,False
SynII,SynII_gene_0217,ORF,S000007522,YBR085C-A,388242,388499,388345.0,388602.0,388473.5,-,Unknown,unique_exact,CP013608,./outputs\revised_model\input_sources\CP013608.gb,SynII_loxPsym_136,SynII_loxPsym_137,SynII_SEG_0137,exact_adjacent_lox,True
SynII,SynII_gene_0218,ORF,S000000290,IST2,389570,392410,389673.0,392513.0,391093.0,-,Ambiguous,unique_flanking_anchors,CP013608,./outputs\revised_model\input_sources\CP013608.gb,SynII_loxPsym_137,SynII_loxPsym_138,SynII_SEG_0138,exact_adjacent_lox,True
SynII,SynII_gene_0219,ORF,S000000291,RFC5,393134,394198,393237.0,394301.0,393769.0,+,Essential,unique_exact,CP013608,./outputs\revised_model\input_sources\CP013608.gb,SynII_loxPsym_137,SynII_loxPsym_138,SynII_SEG_0138,exact_adjacent_lox,True
SynII,SynII_gene_0220,ORF,S000000292,POL30,394359,395135,394462.0,395238.0,394850.0,-,Essential,unique_exact,CP013608,./outputs\revised_model\input_sources\CP013608.gb,SynII_loxPsym_137,SynII_loxPsym_138,SynII_SEG_0138,exact_adjacent_lox,True
SynII,SynII_gene_0221,ORF,S000000293,YBR089W,394552,395151,394655.0,395254.0,394954.5,+,Essential,unique_exact,CP013608,./outputs\revised_model\input_sources\CP013608.gb,SynII_loxPsym_137,SynII_loxPsym_138,SynII_SEG_0138,exact_adjacent_lox,True
SynII,SynII_gene_0222,ORF,S000002157,NHP6B,395593,395919,395696.0,396022.0,395859.0,-,Ambiguous,unique_exact,CP013608,./outputs\revised_model\input_sources\CP013608.gb,SynII_loxPsym_138,SynII_loxPsym_139,SynII_SEG_0139,exact_adjacent_lox,True
SynII,SynII_gene_0223,ORF,S000000294,YBR090C,395736,396104,395839.0,396207.0,396023.0,-,Unknown,unique_exact,CP013608,./outputs\revised_model\input_sources\CP013608.gb,SynII_loxPsym_138,SynII_loxPsym_139,SynII_SEG_0139,exact_adjacent_lox,True
SynII,SynII_gene_0224,ORF,S000000295,TIM12,396201,396530,396304.0,396633.0,396468.5,-,Essential,unique_exact,CP013608,./outputs\revised_model\input_sources\CP013608.gb,SynII_loxPsym_138,SynII_loxPsym_139,SynII_SEG_0139,exact_adjacent_lox,True
SynII,SynII_gene_0225,ORF,S000000296,PHO3,396778,398181,396881.0,398284.0,397582.5,-,Unknown,unique_exact,CP013608,./outputs\revised_model\input_sources\CP013608.gb,SynII_loxPsym_139,SynII_loxPsym_140,SynII_SEG_0140,exact_adjacent_lox,True
SynII,SynII_gene_0226,ORF,S000000297,PHO5,398662,400065,398765.0,400168.0,399466.5,-,Unknown,unique_exact,CP013608,./outputs\revised_model\input_sources\CP013608.gb,SynII_loxPsym_140,SynII_loxPsym_141,SynII_SEG_0141,exact_adjacent_lox,True
SynII,SynII_gene_0227,ORF,S000000298,PBY1,401150,403411,401253.0,403514.0,402383.5,+,Unknown,unique_exact,CP013608,./outputs\revised_model\input_sources\CP013608.gb,SynII_loxPsym_140,SynII_loxPsym_141,SynII_SEG_0141,exact_adjacent_lox,True
SynII,SynII_gene_0228,ORF,S000000299,RXT2,403588,404880,403691.0,404983.0,404337.0,-,Unknown,unique_exact,CP013608,./outputs\revised_model\input_sources\CP013608.gb,SynII_loxPsym_142,SynII_loxPsym_143,SynII_SEG_0143,exact_adjacent_lox,True
SynII,SynII_gene_0229,ORF,S000000300,YBR096W,405203,405895,405306.0,405998.0,405652.0,+,Unknown,unique_exact,CP013608,./outputs\revised_model\input_sources\CP013608.gb,SynII_loxPsym_142,SynII_loxPsym_143,SynII_SEG_0143,exact_adjacent_lox,True
SynII,SynII_gene_0230,ORF,S000000301,VPS15,406133,410497,406236.0,410600.0,408418.0,+,Unknown,unique_flanking_anchors,CP013608,./outputs\revised_model\input_sources\CP013608.gb,SynII_loxPsym_142,SynII_loxPsym_143,SynII_SEG_0143,exact_adjacent_lox,True
SynII,SynII_gene_0231,ORF,S000000302,MMS4,410731,412806,410834.0,412909.0,411871.5,+,Ambiguous,unique_exact,CP013608,./outputs\revised_model\input_sources\CP013608.gb,SynII_loxPsym_143,SynII_loxPsym_144,SynII_SEG_0144,exact_adjacent_lox,True
SynII,SynII_gene_0232,ORF,S000000303,YBR099C,412140,412523,412243.0,412626.0,412434.5,-,Unknown,unique_exact,CP013608,./outputs\revised_model\input_sources\CP013608.gb,SynII_loxPsym_143,SynII_loxPsym_144,SynII_SEG_0144,exact_adjacent_lox,True
SynII,SynII_gene_0233,ORF,S000000305,FES1,413105,413977,413208.0,414080.0,413644.0,-,Unknown,unique_exact,CP013608,./outputs\revised_model\input_sources\CP013608.gb,SynII_loxPsym_145,SynII_loxPsym_146,SynII_SEG_0146,exact_adjacent_lox,True
SynII,SynII_gene_0234,ORF,S000000306,EXO84,414346,416607,414449.0,416710.0,415579.5,-,Essential,unique_exact,CP013608,./outputs\revised_model\input_sources\CP013608.gb,SynII_loxPsym_145,SynII_loxPsym_146,SynII_SEG_0146,exact_adjacent_lox,True
SynII,SynII_gene_0235,ORF,S000000307,SIF2,416993,418600,417096.0,418703.0,417899.5,+,Unknown,unique_exact,CP013608,./outputs\revised_model\input_sources\CP013608.gb,SynII_loxPsym_145,SynII_loxPsym_146,SynII_SEG_0146,exact_adjacent_lox,True
SynII,SynII_gene_0236,ORF,S000007593,YBR103C-A,418604,418747,418707.0,418850.0,418778.5,-,Unknown,unique_exact,CP013608,./outputs\revised_model\input_sources\CP013608.gb,SynII_loxPsym_145,SynII_loxPsym_146,SynII_SEG_0146,exact_adjacent_lox,True
SynII,SynII_gene_0237,ORF,S000000308,YMC2,418951,419940,419054.0,420043.0,419548.5,+,Unknown,unique_exact,CP013608,./outputs\revised_model\input_sources\CP013608.gb,SynII_loxPsym_145,SynII_loxPsym_146,SynII_SEG_0146,exact_adjacent_lox,True
SynII,SynII_gene_0238,ORF,S000000309,VID24,420233,421321,420336.0,421424.0,420880.0,-,Ambiguous,unique_exact,CP013608,./outputs\revised_model\input_sources\CP013608.gb,SynII_loxPsym_147,SynII_loxPsym_148,SynII_SEG_0148,exact_adjacent_lox,True
SynII,SynII_gene_0239,ORF,S000000310,PHO88,422010,422576,422113.0,422679.0,422396.0,+,Ambiguous,unique_exact,CP013608,./outputs\revised_model\input_sources\CP013608.gb,SynII_loxPsym_147,SynII_loxPsym_148,SynII_SEG_0148,exact_adjacent_lox,True
SynII,SynII_gene_0240,ORF,S000000311,IML3,423213,423950,423316.0,424053.0,423684.5,-,Unknown,unique_exact,CP013608,./outputs\revised_model\input_sources\CP013608.gb,SynII_loxPsym_149,SynII_loxPsym_150,SynII_SEG_0150,exact_adjacent_lox,True
SynII,SynII_gene_0241,ORF,S000000312,AIM3,424242,427085,424345.0,427188.0,425766.5,+,Unknown,unique_exact,CP013608,./outputs\revised_model\input_sources\CP013608.gb,SynII_loxPsym_149,SynII_loxPsym_150,SynII_SEG_0150,exact_adjacent_lox,True
SynII,SynII_gene_0242,ORF,S000000313,CMD1,427373,427816,427476.0,427919.0,427697.5,-,Essential,unique_exact,CP013608,./outputs\revised_model\input_sources\CP013608.gb,SynII_loxPsym_150,SynII_loxPsym_151,SynII_SEG_0151,exact_adjacent_lox,True
SynII,SynII_gene_0243,ORF,S000028737,YBR109W-A,428062,428286,428165.0,428389.0,428277.0,+,Unknown,unique_exact,CP013608,./outputs\revised_model\input_sources\CP013608.gb,SynII_loxPsym_150,SynII_loxPsym_151,SynII_SEG_0151,exact_adjacent_lox,True
SynII,SynII_gene_0244,ORF,S000000314,ALG1,428326,429675,428429.0,429778.0,429103.5,+,Essential,unique_exact,CP013608,./outputs\revised_model\input_sources\CP013608.gb,SynII_loxPsym_150,SynII_loxPsym_151,SynII_SEG_0151,exact_adjacent_lox,True
SynII,SynII_gene_0245,ORF,S000000315,YSA1,430666,431361,430769.0,431464.0,431116.5,-,Unknown,unique_exact,CP013608,./outputs\revised_model\input_sources\CP013608.gb,SynII_loxPsym_151,SynII_loxPsym_152,SynII_SEG_0152,exact_adjacent_lox,True
SynII,SynII_gene_0246,ORF,S000028510,SUS1,431627,431917,431730.0,432020.0,431875.0,+,Unknown,unique_exact,CP013608,./outputs\revised_model\input_sources\CP013608.gb,SynII_loxPsym_151,SynII_loxPsym_152,SynII_SEG_0152,exact_adjacent_lox,True
SynII,SynII_gene_0247,ORF,S000000316,CYC8,432276,435176,432379.0,435279.0,433829.0,-,Ambiguous,unique_flanking_anchors,CP013608,./outputs\revised_model\input_sources\CP013608.gb,SynII_loxPsym_153,SynII_loxPsym_154,SynII_SEG_0154,exact_adjacent_lox,True
SynII,SynII_gene_0248,ORF,S000000317,YBR113W,434972,435454,435075.0,435557.0,435316.0,+,Unknown,unique_exact,CP013608,./outputs\revised_model\input_sources\CP013608.gb,SynII_loxPsym_153,SynII_loxPsym_154,SynII_SEG_0154,exact_adjacent_lox,True
SynII,SynII_gene_0249,ORF,S000000318,RAD16,436654,439026,436757.0,439129.0,437943.0,+,Unknown,unique_exact,CP013608,./outputs\revised_model\input_sources\CP013608.gb,SynII_loxPsym_153,SynII_loxPsym_154,SynII_SEG_0154,exact_adjacent_lox,True
SynII,SynII_gene_0250,ORF,S000000319,LYS2,439222,443400,439325.0,443503.0,441414.0,-,Unknown,unique_exact,CP013608,./outputs\revised_model\input_sources\CP013608.gb,SynII_loxPsym_155,SynII_loxPsym_156,SynII_SEG_0156,exact_adjacent_lox,True
SynII,SynII_gene_0251,ORF,S000000320,YBR116C,443673,444200,443776.0,444303.0,444039.5,-,Unknown,unique_exact,CP013608,./outputs\revised_model\input_sources\CP013608.gb,SynII_loxPsym_155,SynII_loxPsym_156,SynII_SEG_0156,exact_adjacent_lox,True
SynII,SynII_gene_0252,ORF,S000000321,TKL2,443866,445911,443969.0,446014.0,444991.5,-,Ambiguous,unique_exact,CP013608,./outputs\revised_model\input_sources\CP013608.gb,SynII_loxPsym_155,SynII_loxPsym_156,SynII_SEG_0156,exact_adjacent_lox,True
SynII,SynII_gene_0253,ORF,S000000322,TEF2,447145,448521,447248.0,448624.0,447936.0,+,Unknown,unique_exact,CP013608,./outputs\revised_model\input_sources\CP013608.gb,SynII_loxPsym_155,SynII_loxPsym_156,SynII_SEG_0156,exact_adjacent_lox,True
SynII,SynII_gene_0254,ORF,S000000323,MUD1,448846,449742,,,,+,Unknown,anchor_failed:unique_exact:not_found,CP013608,./outputs\revised_model\input_sources\CP013608.gb,,,,feature_coordinate_unresolved,False
SynII,SynII_gene_0255,ORF,S000000324,CBP6,449922,450410,450025.0,450513.0,450269.0,-,Unknown,unique_exact,CP013608,./outputs\revised_model\input_sources\CP013608.gb,SynII_loxPsym_158,SynII_loxPsym_159,SynII_SEG_0159,exact_adjacent_lox,True
SynII,SynII_gene_0256,ORF,S000000325,GRS1,450851,452854,450954.0,452957.0,451955.5,-,Essential,unique_exact,CP013608,./outputs\revised_model\input_sources\CP013608.gb,SynII_loxPsym_158,SynII_loxPsym_159,SynII_SEG_0159,exact_adjacent_lox,True
SynII,SynII_gene_0257,ORF,S000028815,YBR121C-A,451813,451971,451916.0,452074.0,451995.0,-,Unknown,unique_exact,CP013608,./outputs\revised_model\input_sources\CP013608.gb,SynII_loxPsym_158,SynII_loxPsym_159,SynII_SEG_0159,exact_adjacent_lox,True
SynII,SynII_gene_0258,ORF,S000000326,MRPL36,453491,454024,453594.0,454127.0,453860.5,-,Unknown,unique_exact,CP013608,./outputs\revised_model\input_sources\CP013608.gb,SynII_loxPsym_159,SynII_loxPsym_160,SynII_SEG_0160,exact_adjacent_lox,True
SynII,SynII_gene_0259,ORF,S000000327,TFC1,454263,456212,454366.0,456315.0,455340.5,-,Ambiguous,unique_exact,CP013608,./outputs\revised_model\input_sources\CP013608.gb,SynII_loxPsym_159,SynII_loxPsym_160,SynII_SEG_0160,exact_adjacent_lox,True
SynII,SynII_gene_0260,ORF,S000000328,YBR124W,456028,456387,456131.0,456490.0,456310.5,+,Essential,unique_exact,CP013608,./outputs\revised_model\input_sources\CP013608.gb,SynII_loxPsym_159,SynII_loxPsym_160,SynII_SEG_0160,exact_adjacent_lox,True
SynII,SynII_rep_origin_0261,rep_origin,S000118350,ARS216;Autonomously Replicating Sequence,456228,456475,456331.0,456578.0,456454.5,+,Unknown,unique_exact,CP013608,./outputs\revised_model\input_sources\CP013608.gb,SynII_loxPsym_159,SynII_loxPsym_160,SynII_SEG_0160,exact_adjacent_lox,False
SynII,SynII_gene_0262,ORF,S000000329,PTC4,456754,457935,456857.0,458038.0,457447.5,-,Unknown,unique_flanking_anchors,CP013608,./outputs\revised_model\input_sources\CP013608.gb,SynII_loxPsym_160,SynII_loxPsym_161,SynII_SEG_0161,exact_adjacent_lox,True
SynII,SynII_gene_0263,ORF,S000000330,TPS1,458460,459947,458597.0,460084.0,459340.5,-,Ambiguous,unique_exact,CP013608,./outputs\revised_model\input_sources\CP013608.gb,SynII_loxPsym_161,SynII_loxPsym_162,SynII_SEG_0162,exact_adjacent_lox,True
SynII,SynII_gene_0264,ORF,S000028600,YBR126W-A,460405,460611,460542.0,460748.0,460645.0,+,Unknown,unique_exact,CP013608,./outputs\revised_model\input_sources\CP013608.gb,SynII_loxPsym_161,SynII_loxPsym_162,SynII_SEG_0162,exact_adjacent_lox,True
SynII,SynII_gene_0265,ORF,S000028738,YBR126W-B,460482,460625,460619.0,460762.0,460690.5,+,Unknown,unique_exact,CP013608,./outputs\revised_model\input_sources\CP013608.gb,SynII_loxPsym_161,SynII_loxPsym_162,SynII_SEG_0162,exact_adjacent_lox,True
SynII,SynII_gene_0266,ORF,S000000331,VMA2,460858,462411,460995.0,462548.0,461771.5,-,Unknown,unique_exact,CP013608,./outputs\revised_model\input_sources\CP013608.gb,SynII_loxPsym_162,SynII_loxPsym_163,SynII_SEG_0163,exact_adjacent_lox,True
SynII,SynII_gene_0267,ORF,S000000332,ATG14,462704,463738,462841.0,463875.0,463358.0,-,Ambiguous,unique_exact,CP013608,./outputs\revised_model\input_sources\CP013608.gb,SynII_loxPsym_163,SynII_loxPsym_164,SynII_SEG_0164,exact_adjacent_lox,True
SynII,SynII_gene_0268,ORF,S000000333,OPY1,464010,464996,464147.0,465133.0,464640.0,-,Unknown,unique_exact,CP013608,./outputs\revised_model\input_sources\CP013608.gb,SynII_loxPsym_164,SynII_loxPsym_165,SynII_SEG_0165,exact_adjacent_lox,True
SynII,SynII_gene_0269,ORF,S000000334,SHE3,465283,466560,465420.0,466697.0,466058.5,-,Unknown,unique_exact,CP013608,./outputs\revised_model\input_sources\CP013608.gb,SynII_loxPsym_165,SynII_loxPsym_166,SynII_SEG_0166,exact_adjacent_lox,True
SynII,SynII_gene_0270,ORF,S000000335,CCZ1,466854,468968,466991.0,469105.0,468048.0,+,Ambiguous,unique_exact,CP013608,./outputs\revised_model\input_sources\CP013608.gb,SynII_loxPsym_165,SynII_loxPsym_166,SynII_SEG_0166,exact_adjacent_lox,True
SynII,SynII_gene_0271,ORF,S000028601,YBR131C-A,467341,467430,467478.0,467567.0,467522.5,-,Unknown,unique_exact,CP013608,./outputs\revised_model\input_sources\CP013608.gb,SynII_loxPsym_165,SynII_loxPsym_166,SynII_SEG_0166,exact_adjacent_lox,True
SynII,SynII_gene_0272,ORF,S000000336,AGP2,469411,471201,469548.0,471338.0,470443.0,-,Unknown,unique_exact,CP013608,./outputs\revised_model\input_sources\CP013608.gb,SynII_loxPsym_167,SynII_loxPsym_168,SynII_SEG_0168,exact_adjacent_lox,True
SynII,SynII_gene_0273,ORF,S000000337,HSL7,471597,474080,471734.0,474217.0,472975.5,-,Ambiguous,unique_exact,CP013608,./outputs\revised_model\input_sources\CP013608.gb,SynII_loxPsym_168,SynII_loxPsym_169,SynII_SEG_0169,exact_adjacent_lox,True
SynII,SynII_gene_0274,ORF,S000000338,YBR134W,474036,474437,474173.0,474574.0,474373.5,+,Unknown,unique_exact,CP013608,./outputs\revised_model\input_sources\CP013608.gb,SynII_loxPsym_168,SynII_loxPsym_169,SynII_SEG_0169,exact_adjacent_lox,True
SynII,SynII_gene_0275,ORF,S000000339,CKS1,474647,475099,474784.0,475236.0,475010.0,+,Ambiguous,unique_exact,CP013608,./outputs\revised_model\input_sources\CP013608.gb,SynII_loxPsym_168,SynII_loxPsym_169,SynII_SEG_0169,exact_adjacent_lox,True
SynII,SynII_gene_0276,ORF,S000000340,MEC1,475461,482567,475598.0,482704.0,479151.0,+,Essential,unique_exact,CP013608,./outputs\revised_model\input_sources\CP013608.gb,SynII_loxPsym_168,SynII_loxPsym_169,SynII_SEG_0169,exact_adjacent_lox,True
SynII,SynII_gene_0277,ORF,S000000341,YBR137W,482837,483376,482974.0,483513.0,483243.5,+,Unknown,unique_exact,CP013608,./outputs\revised_model\input_sources\CP013608.gb,SynII_loxPsym_168,SynII_loxPsym_169,SynII_SEG_0169,exact_adjacent_lox,True
SynII,SynII_gene_0278,ORF,S000000342,YBR138C,483589,485163,483726.0,485300.0,484513.0,-,Unknown,unique_exact,CP013608,./outputs\revised_model\input_sources\CP013608.gb,SynII_loxPsym_169,SynII_loxPsym_170,SynII_SEG_0170,exact_adjacent_lox,True
SynII,SynII_gene_0279,ORF,S000000343,YBR139W,485491,487017,485628.0,487154.0,486391.0,+,Unknown,unique_exact,CP013608,./outputs\revised_model\input_sources\CP013608.gb,SynII_loxPsym_169,SynII_loxPsym_170,SynII_SEG_0170,exact_adjacent_lox,True
SynII,SynII_gene_0280,ORF,S000000344,IRA1,487211,496489,487348.0,496626.0,491987.0,-,Essential,unique_exact,CP013608,./outputs\revised_model\input_sources\CP013608.gb,SynII_loxPsym_170,SynII_loxPsym_171,SynII_SEG_0171,exact_adjacent_lox,True
SynII,SynII_gene_0281,ORF,S000000345,YBR141C,496886,497899,497023.0,498036.0,497529.5,-,Unknown,unique_exact,CP013608,./outputs\revised_model\input_sources\CP013608.gb,SynII_loxPsym_170,SynII_loxPsym_171,SynII_SEG_0171,exact_adjacent_lox,True
SynII,SynII_gene_0282,ORF,S000028602,YBR141W-A,497028,497123,497165.0,497260.0,497212.5,+,Unknown,unique_exact,CP013608,./outputs\revised_model\input_sources\CP013608.gb,SynII_loxPsym_170,SynII_loxPsym_171,SynII_SEG_0171,exact_adjacent_lox,True
SynII,SynII_gene_0283,ORF,S000000346,MAK5,498178,500499,498315.0,500636.0,499475.5,+,Essential,unique_exact,CP013608,./outputs\revised_model\input_sources\CP013608.gb,SynII_loxPsym_170,SynII_loxPsym_171,SynII_SEG_0171,exact_adjacent_lox,True
SynII,SynII_gene_0284,ORF,S000000347,SUP45,500730,502043,500867.0,502180.0,501523.5,-,Essential,unique_exact,CP013608,./outputs\revised_model\input_sources\CP013608.gb,SynII_loxPsym_170,SynII_loxPsym_171,SynII_SEG_0171,exact_adjacent_lox,True
SynII,SynII_gene_0285,ORF,S000000348,YBR144C,503096,503410,503233.0,503547.0,503390.0,-,Unknown,unique_exact,CP013608,./outputs\revised_model\input_sources\CP013608.gb,SynII_loxPsym_170,SynII_loxPsym_171,SynII_SEG_0171,exact_adjacent_lox,True
SynII,SynII_gene_0286,ORF,S000000349,ADH5,503623,504678,503760.0,504815.0,504287.5,+,Unknown,unique_exact,CP013608,./outputs\revised_model\input_sources\CP013608.gb,SynII_loxPsym_170,SynII_loxPsym_171,SynII_SEG_0171,exact_adjacent_lox,True
SynII,SynII_gene_0287,ORF,S000000350,MRPS9,505155,505991,505292.0,506128.0,505710.0,+,Ambiguous,unique_exact,CP013608,./outputs\revised_model\input_sources\CP013608.gb,SynII_loxPsym_171,SynII_loxPsym_172,SynII_SEG_0172,exact_adjacent_lox,True
SynII,SynII_gene_0288,ORF,S000000351,RTC2,506504,507394,506641.0,507531.0,507086.0,+,Unknown,unique_exact,CP013608,./outputs\revised_model\input_sources\CP013608.gb,SynII_loxPsym_172,SynII_loxPsym_173,SynII_SEG_0173,exact_adjacent_lox,True
SynII,SynII_gene_0289,ORF,S000000352,YSW1,507839,509668,507976.0,509805.0,508890.5,+,Unknown,unique_exact,CP013608,./outputs\revised_model\input_sources\CP013608.gb,SynII_loxPsym_173,SynII_loxPsym_174,SynII_SEG_0174,exact_adjacent_lox,True
SynII,SynII_gene_0290,ORF,S000000353,ARA1,509984,511018,510121.0,511155.0,510638.0,+,Unknown,unique_exact,CP013608,./outputs\revised_model\input_sources\CP013608.gb,SynII_loxPsym_174,SynII_loxPsym_175,SynII_SEG_0175,exact_adjacent_lox,True
SynII,SynII_gene_0291,ORF,S000000354,TBS1,511274,514558,511411.0,514695.0,513053.0,-,Unknown,unique_exact,CP013608,./outputs\revised_model\input_sources\CP013608.gb,SynII_loxPsym_176,SynII_loxPsym_177,SynII_SEG_0177,exact_adjacent_lox,True
SynII,SynII_gene_0292,ORF,S000000355,APD1,515093,516043,515230.0,516180.0,515705.0,+,Ambiguous,unique_exact,CP013608,./outputs\revised_model\input_sources\CP013608.gb,SynII_loxPsym_176,SynII_loxPsym_177,SynII_SEG_0177,exact_adjacent_lox,True
SynII,SynII_gene_0293,ORF,S000000356,SPP381,516475,517350,516612.0,517487.0,517049.5,+,Essential,unique_exact,CP013608,./outputs\revised_model\input_sources\CP013608.gb,SynII_loxPsym_177,SynII_loxPsym_178,SynII_SEG_0178,exact_adjacent_lox,True
SynII,SynII_gene_0294,ORF,S000000357,RIB7,517559,518293,517696.0,518430.0,518063.0,+,Essential,unique_exact,CP013608,./outputs\revised_model\input_sources\CP013608.gb,SynII_loxPsym_177,SynII_loxPsym_178,SynII_SEG_0178,exact_adjacent_lox,True
SynII,SynII_gene_0295,ORF,S000000358,RPB5,518461,519108,518598.0,519245.0,518921.5,-,Essential,unique_exact,CP013608,./outputs\revised_model\input_sources\CP013608.gb,SynII_loxPsym_177,SynII_loxPsym_178,SynII_SEG_0178,exact_adjacent_lox,True
SynII,SynII_gene_0296,ORF,S000000359,CNS1,519870,521027,520007.0,521164.0,520585.5,+,Essential,unique_exact,CP013608,./outputs\revised_model\input_sources\CP013608.gb,SynII_loxPsym_177,SynII_loxPsym_178,SynII_SEG_0178,exact_adjacent_lox,True
SynII,SynII_gene_0297,ORF,S000000360,SLI15,521237,523333,521374.0,523470.0,522422.0,-,Ambiguous,unique_exact,CP013608,./outputs\revised_model\input_sources\CP013608.gb,SynII_loxPsym_178,SynII_loxPsym_179,SynII_SEG_0179,exact_adjacent_lox,True
SynII,SynII_gene_0298,ORF,S000000361,ICS2,523710,524477,523847.0,524614.0,524230.5,-,Unknown,unique_exact,CP013608,./outputs\revised_model\input_sources\CP013608.gb,SynII_loxPsym_179,SynII_loxPsym_180,SynII_SEG_0180,exact_adjacent_lox,True
SynII,SynII_gene_0299,ORF,S000000362,AMN1,526716,528365,526853.0,528502.0,527677.5,+,Ambiguous,unique_exact,CP013608,./outputs\revised_model\input_sources\CP013608.gb,SynII_loxPsym_179,SynII_loxPsym_180,SynII_SEG_0180,exact_adjacent_lox,True
