synthetic_chromosome,sgd_gene_id,gene_name,synthetic_start_bp,synthetic_end_bp,synthetic_midpoint_bp,strand,essential_status,left_lox_id,right_lox_id,segment_id,mapping_status,interval_mapping_status,eligible_for_gene_risk,source_accession,source_file
SynII,S000000206,RER2,219392.0,220252.0,219822.0,-,Ambiguous,SynII_loxPsym_73,SynII_loxPsym_74,SynII_SEG_0074,unique_exact,exact_adjacent_lox,True,CP013608,./outputs\revised_model\input_sources\CP013608.gb
SynII,S000000207,COQ1,220493.0,221914.0,221203.5,+,Unknown,SynII_loxPsym_73,SynII_loxPsym_74,SynII_SEG_0074,unique_exact,exact_adjacent_lox,True,CP013608,./outputs\revised_model\input_sources\CP013608.gb
SynII,S000000208,GPI18,222084.0,223385.0,222734.5,-,Essential,SynII_loxPsym_74,SynII_loxPsym_75,SynII_SEG_0075,unique_exact,exact_adjacent_lox,True,CP013608,./outputs\revised_model\input_sources\CP013608.gb
SynII,S000000209,RCR1,223624.0,224265.0,223944.5,+,Unknown,SynII_loxPsym_74,SynII_loxPsym_75,SynII_SEG_0075,unique_exact,exact_adjacent_lox,True,CP013608,./outputs\revised_model\input_sources\CP013608.gb
SynII,S000000210,UGA2,224728.0,226221.0,225474.5,+,Unknown,SynII_loxPsym_74,SynII_loxPsym_75,SynII_SEG_0075,unique_exact,exact_adjacent_lox,True,CP013608,./outputs\revised_model\input_sources\CP013608.gb
SynII,S000000211,DSF2,226558.0,228768.0,227663.0,-,Unknown,SynII_loxPsym_75,SynII_loxPsym_76,SynII_SEG_0076,unique_exact,exact_adjacent_lox,True,CP013608,./outputs\revised_model\input_sources\CP013608.gb
SynII,S000000212,FLR1,230349.0,231995.0,231172.0,-,Unknown,SynII_loxPsym_76,SynII_loxPsym_77,SynII_SEG_0077,unique_exact,exact_adjacent_lox,True,CP013608,./outputs\revised_model\input_sources\CP013608.gb
SynII,S000000213,HHF1,233159.0,233470.0,233314.5,-,Ambiguous,SynII_loxPsym_76,SynII_loxPsym_77,SynII_SEG_0077,unique_exact,exact_adjacent_lox,True,CP013608,./outputs\revised_model\input_sources\CP013608.gb
SynII,S000000214,HHT1,234117.0,234527.0,234322.0,+,Ambiguous,SynII_loxPsym_76,SynII_loxPsym_77,SynII_SEG_0077,unique_exact,exact_adjacent_lox,True,CP013608,./outputs\revised_model\input_sources\CP013608.gb
SynII,S000000215,IPP1,234932.0,235795.0,235363.5,-,Essential,SynII_loxPsym_77,SynII_loxPsym_78,SynII_SEG_0078,unique_exact,exact_adjacent_lox,True,CP013608,./outputs\revised_model\input_sources\CP013608.gb
SynII,S000000218,GRX7,236832.0,237443.0,237137.5,-,Unknown,SynII_loxPsym_79,SynII_loxPsym_80,SynII_SEG_0080,unique_exact,exact_adjacent_lox,True,CP013608,./outputs\revised_model\input_sources\CP013608.gb
SynII,S000000219,MNN2,237851.0,239644.0,238747.5,-,Unknown,SynII_loxPsym_80,SynII_loxPsym_81,SynII_SEG_0081,unique_exact,exact_adjacent_lox,True,CP013608,./outputs\revised_model\input_sources\CP013608.gb
SynII,S000000220,YBR016W,240388.0,240774.0,240581.0,+,Unknown,SynII_loxPsym_80,SynII_loxPsym_81,SynII_SEG_0081,unique_exact,exact_adjacent_lox,True,CP013608,./outputs\revised_model\input_sources\CP013608.gb
SynII,S000000221,KAP104,241156.0,243909.0,242532.5,-,Unknown,SynII_loxPsym_82,SynII_loxPsym_83,SynII_SEG_0083,unique_flanking_anchors,exact_adjacent_lox,True,CP013608,./outputs\revised_model\input_sources\CP013608.gb
SynII,S000000222,GAL7,244667.0,245767.0,245217.0,-,Unknown,SynII_loxPsym_83,SynII_loxPsym_84,SynII_SEG_0084,unique_exact,exact_adjacent_lox,True,CP013608,./outputs\revised_model\input_sources\CP013608.gb
SynII,S000000223,GAL10,246527.0,248626.0,247576.5,-,Unknown,SynII_loxPsym_84,SynII_loxPsym_85,SynII_SEG_0085,unique_exact,exact_adjacent_lox,True,CP013608,./outputs\revised_model\input_sources\CP013608.gb
SynII,S000000224,GAL1,249295.0,250881.0,250088.0,+,Unknown,SynII_loxPsym_84,SynII_loxPsym_85,SynII_SEG_0085,unique_exact,exact_adjacent_lox,True,CP013608,./outputs\revised_model\input_sources\CP013608.gb
SynII,S000000225,FUR4,251751.0,253652.0,252701.5,+,Unknown,SynII_loxPsym_85,SynII_loxPsym_86,SynII_SEG_0086,unique_flanking_anchors,exact_adjacent_lox,True,CP013608,./outputs\revised_model\input_sources\CP013608.gb
SynII,S000000226,POA1,254080.0,254613.0,254346.5,+,Unknown,SynII_loxPsym_86,SynII_loxPsym_87,SynII_SEG_0087,unique_exact,exact_adjacent_lox,True,CP013608,./outputs\revised_model\input_sources\CP013608.gb
SynII,S000000227,CHS3,254838.0,258335.0,256586.5,-,Unknown,SynII_loxPsym_88,SynII_loxPsym_89,SynII_SEG_0089,unique_exact,exact_adjacent_lox,True,CP013608,./outputs\revised_model\input_sources\CP013608.gb
SynII,S000000228,SCO2,259855.0,260760.0,260307.5,+,Ambiguous,SynII_loxPsym_88,SynII_loxPsym_89,SynII_SEG_0089,unique_exact,exact_adjacent_lox,True,CP013608,./outputs\revised_model\input_sources\CP013608.gb
SynII,S000000229,OLA1,261159.0,262343.0,261751.0,-,Unknown,SynII_loxPsym_90,SynII_loxPsym_91,SynII_SEG_0091,unique_exact,exact_adjacent_lox,True,CP013608,./outputs\revised_model\input_sources\CP013608.gb
SynII,S000000230,ETR1,263389.0,264531.0,263960.0,-,Ambiguous,SynII_loxPsym_91,SynII_loxPsym_92,SynII_SEG_0092,unique_exact,exact_adjacent_lox,True,CP013608,./outputs\revised_model\input_sources\CP013608.gb
SynII,S000000231,YBR027C,264536.0,264868.0,264702.0,-,Unknown,SynII_loxPsym_91,SynII_loxPsym_92,SynII_SEG_0092,unique_exact,exact_adjacent_lox,True,CP013608,./outputs\revised_model\input_sources\CP013608.gb
SynII,S000000232,YPK3,264971.0,266548.0,265759.5,-,Ambiguous,SynII_loxPsym_92,SynII_loxPsym_93,SynII_SEG_0093,unique_exact,exact_adjacent_lox,True,CP013608,./outputs\revised_model\input_sources\CP013608.gb
SynII,S000000233,CDS1,266915.0,268288.0,267601.5,-,Essential,SynII_loxPsym_92,SynII_loxPsym_93,SynII_SEG_0093,unique_exact,exact_adjacent_lox,True,CP013608,./outputs\revised_model\input_sources\CP013608.gb
SynII,S000000234,RKM3,268838.0,270496.0,269667.0,+,Unknown,SynII_loxPsym_92,SynII_loxPsym_93,SynII_SEG_0093,unique_exact,exact_adjacent_lox,True,CP013608,./outputs\revised_model\input_sources\CP013608.gb
SynII,S000000235,RPL4A,270746.0,271834.0,271290.0,+,Unknown,SynII_loxPsym_93,SynII_loxPsym_94,SynII_SEG_0094,unique_exact,exact_adjacent_lox,True,CP013608,./outputs\revised_model\input_sources\CP013608.gb
SynII,S000000236,YBR032W,272133.0,272435.0,272284.0,+,Unknown,SynII_loxPsym_94,SynII_loxPsym_95,SynII_SEG_0095,unique_exact,exact_adjacent_lox,True,CP013608,./outputs\revised_model\input_sources\CP013608.gb
SynII,S000000237,EDS1,272558.0,275317.0,273937.5,+,Unknown,SynII_loxPsym_94,SynII_loxPsym_95,SynII_SEG_0095,unique_exact,exact_adjacent_lox,True,CP013608,./outputs\revised_model\input_sources\CP013608.gb
SynII,S000000238,HMT1,275578.0,276624.0,276101.0,-,Ambiguous,SynII_loxPsym_95,SynII_loxPsym_96,SynII_SEG_0096,unique_exact,exact_adjacent_lox,True,CP013608,./outputs\revised_model\input_sources\CP013608.gb
SynII,S000000239,PDX3,276951.0,277637.0,277294.0,-,Unknown,SynII_loxPsym_96,SynII_loxPsym_97,SynII_SEG_0097,unique_exact,exact_adjacent_lox,True,CP013608,./outputs\revised_model\input_sources\CP013608.gb
SynII,S000000240,CSG2,279797.0,281029.0,280413.0,-,Ambiguous,SynII_loxPsym_97,SynII_loxPsym_98,SynII_SEG_0098,unique_exact,exact_adjacent_lox,True,CP013608,./outputs\revised_model\input_sources\CP013608.gb
SynII,S000000241,SCO1,281315.0,282202.0,281758.5,-,Unknown,SynII_loxPsym_98,SynII_loxPsym_99,SynII_SEG_0099,unique_exact,exact_adjacent_lox,True,CP013608,./outputs\revised_model\input_sources\CP013608.gb
SynII,S000000242,CHS2,282648.0,285539.0,284093.5,+,Essential,SynII_loxPsym_98,SynII_loxPsym_99,SynII_SEG_0099,unique_exact,exact_adjacent_lox,True,CP013608,./outputs\revised_model\input_sources\CP013608.gb
SynII,S000000243,ATP3,286325.0,287260.0,286792.5,+,Unknown,SynII_loxPsym_98,SynII_loxPsym_99,SynII_SEG_0099,unique_exact,exact_adjacent_lox,True,CP013608,./outputs\revised_model\input_sources\CP013608.gb
SynII,S000000244,FIG1,287752.0,288648.0,288200.0,+,Unknown,SynII_loxPsym_99,SynII_loxPsym_100,SynII_SEG_0100,unique_exact,exact_adjacent_lox,True,CP013608,./outputs\revised_model\input_sources\CP013608.gb
SynII,S000000245,FAT1,289084.0,291093.0,290088.5,+,Ambiguous,SynII_loxPsym_100,SynII_loxPsym_101,SynII_SEG_0101,unique_exact,exact_adjacent_lox,True,CP013608,./outputs\revised_model\input_sources\CP013608.gb
SynII,S000000246,CST26,291302.0,292495.0,291898.5,-,Unknown,SynII_loxPsym_102,SynII_loxPsym_103,SynII_SEG_0103,unique_exact,exact_adjacent_lox,True,CP013608,./outputs\revised_model\input_sources\CP013608.gb
SynII,S000000247,QDR3,292796.0,294865.0,293830.5,-,Unknown,SynII_loxPsym_103,SynII_loxPsym_104,SynII_SEG_0104,unique_flanking_anchors,exact_adjacent_lox,True,CP013608,./outputs\revised_model\input_sources\CP013608.gb
SynII,S000000248,TCM62,295295.0,297013.0,296154.0,-,Unknown,SynII_loxPsym_104,SynII_loxPsym_105,SynII_SEG_0105,unique_exact,exact_adjacent_lox,True,CP013608,./outputs\revised_model\input_sources\CP013608.gb
SynII,S000000249,GIP1,298282.0,300201.0,299241.5,-,Unknown,SynII_loxPsym_106,SynII_loxPsym_107,SynII_SEG_0107,unique_exact,exact_adjacent_lox,True,CP013608,./outputs\revised_model\input_sources\CP013608.gb
SynII,S000000250,ZTA1,300650.0,301654.0,301152.0,-,Unknown,SynII_loxPsym_107,SynII_loxPsym_108,SynII_SEG_0108,unique_exact,exact_adjacent_lox,True,CP013608,./outputs\revised_model\input_sources\CP013608.gb
SynII,S000000251,FMP23,301976.0,302503.0,302239.5,+,Ambiguous,SynII_loxPsym_107,SynII_loxPsym_108,SynII_SEG_0108,unique_exact,exact_adjacent_lox,True,CP013608,./outputs\revised_model\input_sources\CP013608.gb
SynII,S000000252,RPS11B,302974.0,303955.0,303464.5,+,Unknown,SynII_loxPsym_107,SynII_loxPsym_108,SynII_SEG_0108,unique_exact,exact_adjacent_lox,True,CP013608,./outputs\revised_model\input_sources\CP013608.gb
SynII,S000000253,REB1,304563.0,306995.0,305779.0,-,Essential,SynII_loxPsym_108,SynII_loxPsym_109,SynII_SEG_0109,unique_exact,exact_adjacent_lox,True,CP013608,./outputs\revised_model\input_sources\CP013608.gb
SynII,S000000254,REG2,307394.0,308410.0,307902.0,-,Unknown,SynII_loxPsym_109,SynII_loxPsym_110,SynII_SEG_0110,unique_exact,exact_adjacent_lox,True,CP013608,./outputs\revised_model\input_sources\CP013608.gb
SynII,S000000255,YBR051W,308199.0,308549.0,308374.0,+,Unknown,SynII_loxPsym_109,SynII_loxPsym_110,SynII_SEG_0110,unique_exact,exact_adjacent_lox,True,CP013608,./outputs\revised_model\input_sources\CP013608.gb
SynII,S000000256,RFS1,308965.0,309597.0,309281.0,-,Unknown,SynII_loxPsym_110,SynII_loxPsym_111,SynII_SEG_0111,unique_exact,exact_adjacent_lox,True,CP013608,./outputs\revised_model\input_sources\CP013608.gb
SynII,S000000257,YBR053C,309920.0,310996.0,310458.0,-,Unknown,SynII_loxPsym_110,SynII_loxPsym_111,SynII_SEG_0111,unique_exact,exact_adjacent_lox,True,CP013608,./outputs\revised_model\input_sources\CP013608.gb
SynII,S000000258,YRO2,313346.0,314380.0,313863.0,+,Unknown,SynII_loxPsym_110,SynII_loxPsym_111,SynII_SEG_0111,unique_exact,exact_adjacent_lox,True,CP013608,./outputs\revised_model\input_sources\CP013608.gb
SynII,S000000259,PRP6,314881.0,317580.0,316230.5,-,Essential,SynII_loxPsym_111,SynII_loxPsym_112,SynII_SEG_0112,unique_exact,exact_adjacent_lox,True,CP013608,./outputs\revised_model\input_sources\CP013608.gb
SynII,S000000260,YBR056W,318108.0,319613.0,318860.5,+,Unknown,SynII_loxPsym_112,SynII_loxPsym_113,SynII_SEG_0113,unique_exact,exact_adjacent_lox,True,CP013608,./outputs\revised_model\input_sources\CP013608.gb
SynII,S000028736,YBR056W-A,321078.0,321278.0,321178.0,+,Unknown,SynII_loxPsym_113,SynII_loxPsym_114,SynII_SEG_0114,unique_exact,exact_adjacent_lox,True,CP013608,./outputs\revised_model\input_sources\CP013608.gb
SynII,S000087087,YBR056C-B,321116.0,321274.0,321195.0,-,Unknown,SynII_loxPsym_113,SynII_loxPsym_114,SynII_SEG_0114,unique_exact,exact_adjacent_lox,True,CP013608,./outputs\revised_model\input_sources\CP013608.gb
SynII,S000000261,MUM2,322050.0,323150.0,322600.0,-,Unknown,SynII_loxPsym_114,SynII_loxPsym_115,SynII_SEG_0115,unique_exact,exact_adjacent_lox,True,CP013608,./outputs\revised_model\input_sources\CP013608.gb
SynII,S000000262,UBP14,323563.0,325908.0,324735.5,-,Unknown,SynII_loxPsym_115,SynII_loxPsym_116,SynII_SEG_0116,unique_exact,exact_adjacent_lox,True,CP013608,./outputs\revised_model\input_sources\CP013608.gb
SynII,S000007521,TSC3,326249.0,326491.0,326370.0,-,Unknown,SynII_loxPsym_116,SynII_loxPsym_117,SynII_SEG_0117,unique_exact,exact_adjacent_lox,True,CP013608,./outputs\revised_model\input_sources\CP013608.gb
SynII,S000000263,AKL1,326820.0,330146.0,328483.0,-,Ambiguous,SynII_loxPsym_117,SynII_loxPsym_118,SynII_SEG_0118,unique_exact,exact_adjacent_lox,True,CP013608,./outputs\revised_model\input_sources\CP013608.gb
SynII,S000000264,ORC2,330611.0,332473.0,331542.0,-,Ambiguous,SynII_loxPsym_117,SynII_loxPsym_118,SynII_SEG_0118,unique_exact,exact_adjacent_lox,True,CP013608,./outputs\revised_model\input_sources\CP013608.gb
SynII,S000000265,TRM7,334780.0,335712.0,335246.0,-,Ambiguous,SynII_loxPsym_118,SynII_loxPsym_119,SynII_SEG_0119,unique_exact,exact_adjacent_lox,True,CP013608,./outputs\revised_model\input_sources\CP013608.gb
SynII,S000000266,YBR062C,335969.0,336511.0,336240.0,-,Ambiguous,SynII_loxPsym_118,SynII_loxPsym_119,SynII_SEG_0119,unique_exact,exact_adjacent_lox,True,CP013608,./outputs\revised_model\input_sources\CP013608.gb
SynII,S000000267,YBR063C,336881.0,338095.0,337488.0,-,Unknown,SynII_loxPsym_118,SynII_loxPsym_119,SynII_SEG_0119,unique_exact,exact_adjacent_lox,True,CP013608,./outputs\revised_model\input_sources\CP013608.gb
SynII,S000000268,YBR064W,337674.0,338102.0,337888.0,+,Unknown,SynII_loxPsym_118,SynII_loxPsym_119,SynII_SEG_0119,unique_exact,exact_adjacent_lox,True,CP013608,./outputs\revised_model\input_sources\CP013608.gb
SynII,S000000269,ECM2,338529.0,339623.0,339076.0,-,Unknown,SynII_loxPsym_119,SynII_loxPsym_120,SynII_SEG_0120,unique_exact,exact_adjacent_lox,True,CP013608,./outputs\revised_model\input_sources\CP013608.gb
SynII,S000000270,NRG2,340016.0,340678.0,340347.0,-,Unknown,SynII_loxPsym_120,SynII_loxPsym_121,SynII_SEG_0121,unique_exact,exact_adjacent_lox,True,CP013608,./outputs\revised_model\input_sources\CP013608.gb
SynII,S000000271,TIP1,342116.0,342748.0,342432.0,-,Ambiguous,SynII_loxPsym_121,SynII_loxPsym_122,SynII_SEG_0122,unique_exact,exact_adjacent_lox,True,CP013608,./outputs\revised_model\input_sources\CP013608.gb
SynII,S000000272,BAP2,343908.0,345737.0,344822.5,-,Unknown,SynII_loxPsym_122,SynII_loxPsym_123,SynII_SEG_0123,unique_exact,exact_adjacent_lox,True,CP013608,./outputs\revised_model\input_sources\CP013608.gb
SynII,S000000273,TAT1,346655.0,348514.0,347584.5,-,Unknown,SynII_loxPsym_123,SynII_loxPsym_124,SynII_SEG_0124,unique_exact,exact_adjacent_lox,True,CP013608,./outputs\revised_model\input_sources\CP013608.gb
SynII,S000000274,ALG14,349302.0,350015.0,349658.5,-,Essential,SynII_loxPsym_123,SynII_loxPsym_124,SynII_SEG_0124,unique_exact,exact_adjacent_lox,True,CP013608,./outputs\revised_model\input_sources\CP013608.gb
SynII,S000000275,YBR071W,350492.0,351127.0,350809.5,+,Unknown,SynII_loxPsym_123,SynII_loxPsym_124,SynII_SEG_0124,unique_exact,exact_adjacent_lox,True,CP013608,./outputs\revised_model\input_sources\CP013608.gb
SynII,S000000276,HSP26,352145.0,352789.0,352467.0,+,Unknown,SynII_loxPsym_124,SynII_loxPsym_125,SynII_SEG_0125,unique_exact,exact_adjacent_lox,True,CP013608,./outputs\revised_model\input_sources\CP013608.gb
SynII,S000028532,YBR072C-A,353009.0,353170.0,353089.5,-,Unknown,SynII_loxPsym_125,SynII_loxPsym_126,SynII_SEG_0126,unique_exact,exact_adjacent_lox,True,CP013608,./outputs\revised_model\input_sources\CP013608.gb
SynII,S000000277,RDH54,353261.0,356137.0,354699.0,+,Ambiguous,SynII_loxPsym_125,SynII_loxPsym_126,SynII_SEG_0126,unique_flanking_anchors,exact_adjacent_lox,True,CP013608,./outputs\revised_model\input_sources\CP013608.gb
SynII,S000000278,YBR074W,356469.0,359399.0,357934.0,+,Unknown,SynII_loxPsym_126,SynII_loxPsym_127,SynII_SEG_0127,unique_exact,exact_adjacent_lox,True,CP013608,./outputs\revised_model\input_sources\CP013608.gb
SynII,S000000280,ECM8,360410.0,361474.0,360942.0,+,Unknown,SynII_loxPsym_126,SynII_loxPsym_127,SynII_SEG_0127,unique_exact,exact_adjacent_lox,True,CP013608,./outputs\revised_model\input_sources\CP013608.gb
SynII,S000028533,YBR076C-A,361568.0,361834.0,361701.0,-,Unknown,SynII_loxPsym_127,SynII_loxPsym_128,SynII_SEG_0128,unique_exact,exact_adjacent_lox,True,CP013608,./outputs\revised_model\input_sources\CP013608.gb
SynII,S000000281,SLM4,362056.0,362544.0,362300.0,-,Unknown,SynII_loxPsym_128,SynII_loxPsym_129,SynII_SEG_0129,unique_exact,exact_adjacent_lox,True,CP013608,./outputs\revised_model\input_sources\CP013608.gb
SynII,S000000282,ECM33,363374.0,364663.0,364018.5,+,Unknown,SynII_loxPsym_128,SynII_loxPsym_129,SynII_SEG_0129,unique_exact,exact_adjacent_lox,True,CP013608,./outputs\revised_model\input_sources\CP013608.gb
SynII,S000000283,RPG1,365338.0,368232.0,366785.0,-,Essential,SynII_loxPsym_129,SynII_loxPsym_130,SynII_SEG_0130,unique_exact,exact_adjacent_lox,True,CP013608,./outputs\revised_model\input_sources\CP013608.gb
SynII,S000000284,SEC18,368569.0,370845.0,369707.0,-,Essential,SynII_loxPsym_129,SynII_loxPsym_130,SynII_SEG_0130,unique_exact,exact_adjacent_lox,True,CP013608,./outputs\revised_model\input_sources\CP013608.gb
SynII,S000000285,SPT7,371242.0,375240.0,373241.0,-,Unknown,SynII_loxPsym_130,SynII_loxPsym_131,SynII_SEG_0131,unique_exact,exact_adjacent_lox,True,CP013608,./outputs\revised_model\input_sources\CP013608.gb
SynII,S000000286,UBC4,376531.0,376977.0,376754.0,-,Unknown,SynII_loxPsym_132,SynII_loxPsym_133,SynII_SEG_0133,unique_exact,exact_adjacent_lox,True,CP013608,./outputs\revised_model\input_sources\CP013608.gb
SynII,S000000287,TEC1,378977.0,380437.0,379707.0,+,Unknown,SynII_loxPsym_132,SynII_loxPsym_133,SynII_SEG_0133,unique_exact,exact_adjacent_lox,True,CP013608,./outputs\revised_model\input_sources\CP013608.gb
SynII,S000000288,MIS1,380896.0,383823.0,382359.5,+,Unknown,SynII_loxPsym_133,SynII_loxPsym_134,SynII_SEG_0134,unique_exact,exact_adjacent_lox,True,CP013608,./outputs\revised_model\input_sources\CP013608.gb
SynII,S000002156,RPL19A,384096.0,384665.0,384380.5,-,Unknown,SynII_loxPsym_135,SynII_loxPsym_136,SynII_SEG_0136,unique_exact,exact_adjacent_lox,True,CP013608,./outputs\revised_model\input_sources\CP013608.gb
SynII,S000000289,AAC3,385387.0,386310.0,385848.5,+,Ambiguous,SynII_loxPsym_135,SynII_loxPsym_136,SynII_SEG_0136,unique_exact,exact_adjacent_lox,True,CP013608,./outputs\revised_model\input_sources\CP013608.gb
SynII,S000007522,YBR085C-A,388345.0,388602.0,388473.5,-,Unknown,SynII_loxPsym_136,SynII_loxPsym_137,SynII_SEG_0137,unique_exact,exact_adjacent_lox,True,CP013608,./outputs\revised_model\input_sources\CP013608.gb
SynII,S000000290,IST2,389673.0,392513.0,391093.0,-,Ambiguous,SynII_loxPsym_137,SynII_loxPsym_138,SynII_SEG_0138,unique_flanking_anchors,exact_adjacent_lox,True,CP013608,./outputs\revised_model\input_sources\CP013608.gb
SynII,S000000291,RFC5,393237.0,394301.0,393769.0,+,Essential,SynII_loxPsym_137,SynII_loxPsym_138,SynII_SEG_0138,unique_exact,exact_adjacent_lox,True,CP013608,./outputs\revised_model\input_sources\CP013608.gb
SynII,S000000292,POL30,394462.0,395238.0,394850.0,-,Essential,SynII_loxPsym_137,SynII_loxPsym_138,SynII_SEG_0138,unique_exact,exact_adjacent_lox,True,CP013608,./outputs\revised_model\input_sources\CP013608.gb
SynII,S000000293,YBR089W,394655.0,395254.0,394954.5,+,Essential,SynII_loxPsym_137,SynII_loxPsym_138,SynII_SEG_0138,unique_exact,exact_adjacent_lox,True,CP013608,./outputs\revised_model\input_sources\CP013608.gb
SynII,S000002157,NHP6B,395696.0,396022.0,395859.0,-,Ambiguous,SynII_loxPsym_138,SynII_loxPsym_139,SynII_SEG_0139,unique_exact,exact_adjacent_lox,True,CP013608,./outputs\revised_model\input_sources\CP013608.gb
SynII,S000000294,YBR090C,395839.0,396207.0,396023.0,-,Unknown,SynII_loxPsym_138,SynII_loxPsym_139,SynII_SEG_0139,unique_exact,exact_adjacent_lox,True,CP013608,./outputs\revised_model\input_sources\CP013608.gb
SynII,S000000295,TIM12,396304.0,396633.0,396468.5,-,Essential,SynII_loxPsym_138,SynII_loxPsym_139,SynII_SEG_0139,unique_exact,exact_adjacent_lox,True,CP013608,./outputs\revised_model\input_sources\CP013608.gb
SynII,S000000296,PHO3,396881.0,398284.0,397582.5,-,Unknown,SynII_loxPsym_139,SynII_loxPsym_140,SynII_SEG_0140,unique_exact,exact_adjacent_lox,True,CP013608,./outputs\revised_model\input_sources\CP013608.gb
SynII,S000000297,PHO5,398765.0,400168.0,399466.5,-,Unknown,SynII_loxPsym_140,SynII_loxPsym_141,SynII_SEG_0141,unique_exact,exact_adjacent_lox,True,CP013608,./outputs\revised_model\input_sources\CP013608.gb
SynII,S000000298,PBY1,401253.0,403514.0,402383.5,+,Unknown,SynII_loxPsym_140,SynII_loxPsym_141,SynII_SEG_0141,unique_exact,exact_adjacent_lox,True,CP013608,./outputs\revised_model\input_sources\CP013608.gb
SynII,S000000299,RXT2,403691.0,404983.0,404337.0,-,Unknown,SynII_loxPsym_142,SynII_loxPsym_143,SynII_SEG_0143,unique_exact,exact_adjacent_lox,True,CP013608,./outputs\revised_model\input_sources\CP013608.gb
SynII,S000000300,YBR096W,405306.0,405998.0,405652.0,+,Unknown,SynII_loxPsym_142,SynII_loxPsym_143,SynII_SEG_0143,unique_exact,exact_adjacent_lox,True,CP013608,./outputs\revised_model\input_sources\CP013608.gb
SynII,S000000301,VPS15,406236.0,410600.0,408418.0,+,Unknown,SynII_loxPsym_142,SynII_loxPsym_143,SynII_SEG_0143,unique_flanking_anchors,exact_adjacent_lox,True,CP013608,./outputs\revised_model\input_sources\CP013608.gb
SynII,S000000302,MMS4,410834.0,412909.0,411871.5,+,Ambiguous,SynII_loxPsym_143,SynII_loxPsym_144,SynII_SEG_0144,unique_exact,exact_adjacent_lox,True,CP013608,./outputs\revised_model\input_sources\CP013608.gb
SynII,S000000303,YBR099C,412243.0,412626.0,412434.5,-,Unknown,SynII_loxPsym_143,SynII_loxPsym_144,SynII_SEG_0144,unique_exact,exact_adjacent_lox,True,CP013608,./outputs\revised_model\input_sources\CP013608.gb
SynII,S000000305,FES1,413208.0,414080.0,413644.0,-,Unknown,SynII_loxPsym_145,SynII_loxPsym_146,SynII_SEG_0146,unique_exact,exact_adjacent_lox,True,CP013608,./outputs\revised_model\input_sources\CP013608.gb
SynII,S000000306,EXO84,414449.0,416710.0,415579.5,-,Essential,SynII_loxPsym_145,SynII_loxPsym_146,SynII_SEG_0146,unique_exact,exact_adjacent_lox,True,CP013608,./outputs\revised_model\input_sources\CP013608.gb
SynII,S000000307,SIF2,417096.0,418703.0,417899.5,+,Unknown,SynII_loxPsym_145,SynII_loxPsym_146,SynII_SEG_0146,unique_exact,exact_adjacent_lox,True,CP013608,./outputs\revised_model\input_sources\CP013608.gb
SynII,S000007593,YBR103C-A,418707.0,418850.0,418778.5,-,Unknown,SynII_loxPsym_145,SynII_loxPsym_146,SynII_SEG_0146,unique_exact,exact_adjacent_lox,True,CP013608,./outputs\revised_model\input_sources\CP013608.gb
SynII,S000000308,YMC2,419054.0,420043.0,419548.5,+,Unknown,SynII_loxPsym_145,SynII_loxPsym_146,SynII_SEG_0146,unique_exact,exact_adjacent_lox,True,CP013608,./outputs\revised_model\input_sources\CP013608.gb
SynII,S000000309,VID24,420336.0,421424.0,420880.0,-,Ambiguous,SynII_loxPsym_147,SynII_loxPsym_148,SynII_SEG_0148,unique_exact,exact_adjacent_lox,True,CP013608,./outputs\revised_model\input_sources\CP013608.gb
SynII,S000000310,PHO88,422113.0,422679.0,422396.0,+,Ambiguous,SynII_loxPsym_147,SynII_loxPsym_148,SynII_SEG_0148,unique_exact,exact_adjacent_lox,True,CP013608,./outputs\revised_model\input_sources\CP013608.gb
SynII,S000000311,IML3,423316.0,424053.0,423684.5,-,Unknown,SynII_loxPsym_149,SynII_loxPsym_150,SynII_SEG_0150,unique_exact,exact_adjacent_lox,True,CP013608,./outputs\revised_model\input_sources\CP013608.gb
SynII,S000000312,AIM3,424345.0,427188.0,425766.5,+,Unknown,SynII_loxPsym_149,SynII_loxPsym_150,SynII_SEG_0150,unique_exact,exact_adjacent_lox,True,CP013608,./outputs\revised_model\input_sources\CP013608.gb
SynII,S000000313,CMD1,427476.0,427919.0,427697.5,-,Essential,SynII_loxPsym_150,SynII_loxPsym_151,SynII_SEG_0151,unique_exact,exact_adjacent_lox,True,CP013608,./outputs\revised_model\input_sources\CP013608.gb
SynII,S000028737,YBR109W-A,428165.0,428389.0,428277.0,+,Unknown,SynII_loxPsym_150,SynII_loxPsym_151,SynII_SEG_0151,unique_exact,exact_adjacent_lox,True,CP013608,./outputs\revised_model\input_sources\CP013608.gb
SynII,S000000314,ALG1,428429.0,429778.0,429103.5,+,Essential,SynII_loxPsym_150,SynII_loxPsym_151,SynII_SEG_0151,unique_exact,exact_adjacent_lox,True,CP013608,./outputs\revised_model\input_sources\CP013608.gb
SynII,S000000315,YSA1,430769.0,431464.0,431116.5,-,Unknown,SynII_loxPsym_151,SynII_loxPsym_152,SynII_SEG_0152,unique_exact,exact_adjacent_lox,True,CP013608,./outputs\revised_model\input_sources\CP013608.gb
